"namespace","name","type","cardinality","tags","description","validation","","displayName","source","","calculationFunction","calculationFunctionParameters","defaultFromField","defaulting","defaultValue"
"party","euCentralBankOrPublicDebtManager","Boolean","One","emir","Any members of the European System of Central Banks or other Member States�۪ bodies performing similar functions or other European Union public bodies charged with or intervening in the management of the public debt, i.e. ""EMIR Article 1(4)(a) Entity"" in the ISDA EMIR classification letter.","","","EMIR Article 1(4)(a) Entity","Regulation (EU) No 648/2012, Art.1(4)(a)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","euConsumerCreditor","Boolean","One","","Creditor for purposes of EU Consumer Credit Directive","","","","Directive 2008/48/EC art. 3(c)","","","","","NONE",""
"party","euCreditInstitution","Boolean","One","","Whether party is credit institution (an undertaking the business of which is to take deposits or other repayable funds from the public and to grant credits for its own account)","","","","Point (3) of Article 4(1) of Regulation (EU) No 575/2013","","","","","NONE",""
"party","euExemptedForeignCentralBank","Boolean","One","emir","Central banks and public debt management bodies in Japan, the U.S.A, Australia, Canada, Hong Kong, Mexico, Singapore, Switzerland","","","EU Exempted Foreign Central Bank","Commision Delegated Regulation (EU) 2017/979 of 2 March 2017 amending Regulation (EU) No 648/2012 amending Regulation (EU) No 648/2012","","","","","FILL_WITH_DEFAULT","FALSE"
"party","euExemptedPensionScheme","Boolean","One","emir","Indicates that the entity is a pension scheme arrangement that is exempt from the EMIR clearing obligation because the PSA is trading an OTC derivative contract that is objectively measurable as reducing investment risks that directly relate to the financial solvency of, and to entities established to provide compensation to members of such arrangements in case of default.","","","EU Exempted Pension Scheme","","","","","","NONE",""
"party","euExemptedPublicSectorEntity","Boolean","One","emir","EMIR 1(5)(b) and {c} exempt these entities for all regulatory purposes EXCEPT reporting: ""(b) public sector entities within the meaning of point (18) of Article 4 of Directive 2006/48/EC where they are owned by central governments and have explicit guarantee arrangements provided by central governments; (c) the European Financial Stability Facility and the European Stability Mechanism""","","","EU Exempted Public Sector Entity","","","","","","NONE",""
"party","euIMPhaseInCategory","EnumeratedString","One","emir","Indicates if and when the party is phased in (per ESAs AANA calculation for reference period March-May)","lookup:IMPhaseInCategoryType","","IM Phase In Category","","","","","","FILL_WITH_DEFAULT","NotPhasedIn"
"party","euIMPhaseInDate","DateType","One","","EMIR initial margin phase-in date","","","","Del. Reg. 2016/2251 art. 36(1)","","","","","NONE",""
"party","euIMPhaseInStatus","EnumeratedString","One","","EMIR Uncleared Margin IM phase-in status","lookup:IMPhaseInCategory","","","Del. Reg. 2016/2251 art. 36(1)","","","","","NONE",""
"party","euInsuranceUndertaking","Boolean","One","","EU insurance undertaking","","","","Directive 2009/138/EC art. 13(1)","","","","","NONE",""
"party","euListedEntity","Boolean","One","","Is party listed on an EU exchange?","","","","","","","","","NONE",""
"party","euMarketOperator","Boolean","One","","Operator of a EU regulated market","","","","MiFID-II art. 4(1)(18)","","","","","NONE",""
"party","euMultilateralDevelopmentBank","Boolean","One","emir","EMIR 1(5)(a) exempts these entities for all regulatory purposes EXCEPT reporting: ""as listed under Section 4.2  of Part 1 of Annex VI to Directive 2006/48/EC""","","","EU Multilateral Development Bank","","","","","","FILL_WITH_DEFAULT","FALSE"
"party","euNonCreditInstitution","Boolean","One","","Non-credit institution for purposes of the EU Mortgage Directive","","","","Directive 2014/17/EU art. 4(10)","","","","","NONE",""
"party","euNonExemptIntragroupAffiliate","Boolean","One","","asd","","","","Del. Reg. 2016/2251 art. 36(2), 37(3)","","","","","NONE",""
"party","euPublicDebtManager","Boolean","One","emir","Member States? bodies performing similar functions and other Union public bodies charged with or intervening in the management of the public debt.","","","EU Public Debt Manager","Regulation (EU) No 648/2012 (EMIR) art. 1(4)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","euReinsuranceUndertaking","Boolean","One","","EU reinsurance undertaking","","","","Directive 2009/138/EC art. 13(4)","","","","","NONE",""
"party","exemptCooperative","Boolean","One","cftc","CFTC Letter 13-47 provides a permanent clearing exemption for certain forms of cooperative.","","","Exempt Cooperative","17 C.F.R. Part 50.51","","","","","NONE",""
"party","exemptCooperativeElection","Boolean","One","","Whether a party elects the Exempt Cooperative exemption per 17 CFR 50.51","","","","17 CFR 50.51(c)","","","","","NONE",""
"party","exemptForeignLicense","Boolean","One","asic","A person: (a) whose activities, relating to Derivatives, are regulated by an overseas regulatory authority; (b) who provides a financial service, relating to Derivatives, only to wholesale clients as defined in section 761G of the Act; and (c) who is exempt from the requirement to hold an AFS Licence for the financial service referred to in paragraph (b).","","","Exempt Foreign Licensee","ASIC Derivative Transaction Rules (Reporting) 2013, Rule 1.2.3 (Austl.)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","exemptIntragroupAffiliate","Boolean","One","emir","A valid intragroup affiliate that has been approved for exemption from the clearing mandate, which must meet three tests according to article (3) of EMIR: - It must be part of the same consolidated financial entity for accounting purposes (generally international standards and US GAAP are both acceptable) - It must have meaningful single supervisory control (risk management, consolidated management team, etc.) - You must ask your local regulator and receive approval for the exemption, which has to be 30 days preceding use of the exemption and after the clearing RTS takes effect.","","","Exempt Intragroup Affiliate","","","","","","NONE",""
"party","fcaAIFManager","Boolean","One","","AIF Manager","","","AIF Manager","AIF Directive art. 4(1)(b)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaCentralBankOrPublicDebtManager","Boolean","One","","Any members of the European System of Central Banks or other Member States�۪ bodies performing similar functions or other European Union public bodies charged with or intervening in the management of the public debt, i.e. ""EMIR Article 1(4)(a) Entity"" in the ISDA EMIR classification letter.","","","EMIR Article 1(4)(a) Entity","Regulation (EU) No 648/2012, Art.1(4)(a)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaClearingCategoryCredit1","EnumeratedString","One","","Allowed values are {CATEGORY1, CATEGORY2, CATEGORY3, CATEGORY4, NotApplicable}. This is the appropriate EMIR clearing category for the first wave of mandated Credit products used to drive clearing mandate dates. For TCE's, it is the EMIR clearing category they would have if they were equivalent entities established in the EEA.","lookup:emirClearingCategory","","ESMA Clearing Category (Credit Mandate 1)","","","","","","FILL_WITH_DEFAULT","CATEGORY1"
"party","fcaClearingCategoryRates1","EnumeratedString","One","","Allowed values are {CATEGORY1, CATEGORY2, CATEGORY3, CATEGORY4, NotApplicable}. This is the appropriate EMIR clearing category for the first wave of mandated Rates products used to drive clearing mandate dates. For TCE's, it is the EMIR clearing category they would have if they were equivalent entities established in the EEA.","lookup:emirClearingCategory","","ESMA Clearing Category (Rates Mandate 1)","","","","","","FILL_WITH_DEFAULT","NotApplicable"
"party","fcaClearingCategoryRates2","EnumeratedString","One","","Allowed values are {CATEGORY1, CATEGORY2, CATEGORY3, CATEGORY4, NotApplicable}. This is the appropriate EMIR clearing category for the second wave of mandated Rates products used to drive clearing mandate dates. For TCE's, it is the EMIR clearing category they would have if they were equivalent entities established in the EEA.","lookup:emirClearingCategory","","ESMA Clearing Category (Rates Mandate 2)","","","","","","FILL_WITH_DEFAULT","CATEGORY1"
"party","fcaCreditInstitution","Boolean","One","","Whether party is credit institution (an undertaking the business of which is to take deposits or other repayable funds from the public and to grant credits for its own account)","","","","Point (3) of Article 4(1) of Regulation (EU) No 575/2013","","","","","NONE",""
"party","fcaExemptForeignCentralBank","Boolean","One","","Central banks and public debt management bodies in Japan, the U.S.A, Australia, Canada, Hong Kong, Mexico, Singapore, Switzerland","","","EU Exempted Foreign Central Bank","Commision Delegated Regulation (EU) 2017/979 of 2 March 2017 amending Regulation (EU) No 648/2012 amending Regulation (EU) No 648/2012","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaExemptIntragroupAffiliate","Boolean","One","","A valid intragroup affiliate that has been approved for exemption from the clearing mandate, which must meet three tests according to article (3) of EMIR: - It must be part of the same consolidated financial entity for accounting purposes (generally international standards and US GAAP are both acceptable) - It must have meaningful single supervisory control (risk management, consolidated management team, etc.) - You must ask your local regulator and receive approval for the exemption, which has to be 30 days preceding use of the exemption and after the clearing RTS takes effect.","","","Exempt Intragroup Affiliate","","","","","","NONE",""
"party","fcaExemptPensionScheme","Boolean","One","","Explicitly exempted from EMIR Clearing until such time as schemes for non-cash variation margin are effected. In practice, they have a time-limited exemption which is likely to be extended.","","","EU Exempted Pension Scheme","","","","","","NONE",""
"party","fcaFinancialCounterparty","Boolean","One","","Whether an entity is an investment firm authorised in accordance with Directive 2004/39/EC, a credit institution authorised in accordance with Directive 2006/48/EC, an insurance undertaking authorised in accordance with Directive 73/239/EEC, an assurance undertaking authorised in accordance with Directive 2002/83/EC, a reinsurance undertaking authorised in accordance with Directive 2005/68/EC, a UCITS and, where relevant, its management company, authorised in accordance with Directive 2009/65/EC, an institution for occupational retirement provision within the meaning of Article 6(a) of Directive 2003/41/EC and an alternative investment fund managed by AIFMs authorised or registered in accordance with Directive 2011/61/EU;","","","Financial Counterparty","Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J.","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaIMPhaseInDate","DateType","One","","EMIR initial margin phase-in date","","","","Del. Reg. 2016/2251 art. 36(1)","","","","","NONE",""
"party","fcaIMPhaseInStatus","EnumeratedString","One","","EMIR Uncleared Margin IM phase-in status","lookup:IMPhaseInCategory","","","Del. Reg. 2016/2251 art. 36(1)","","","","","NONE",""
"party","fcaInvestmentFirm","Boolean","One","","MiFID-II Investment Firm","","","MiFID-II Investment Firm","MiFID-II art. 4(1)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaMifidExemptions","EnumeratedString","Many","","MiFID-II Exemptions","lookup:MiFID-II-Exemption","","MiFID-II Exemptions","MiFID-II art. 2","","","","","FILL_WITH_DEFAULT","NotApplicable"
"party","fcaMifidOngoingRelationshipTypes","EnumeratedString","Many","","Ongoing relationship types with the client for MiFID-II purposes","lookup:MiFIDOngoingRelationshipTypes","","","ESMA Q&A on Investor Protection 23 March 2018, Sec. 15, Q&A 1","","","","","NONE",""
"party","fcaMifidThirdCountryAffiliate","Boolean","One","","Non-EEA affiliate of MiFID-II investment firm (including parent or subsidiary); used for default territorial nexus determinations","","","","","","","","","NONE",""
"party","fcaNonExemptIntragroupAffiliate","Boolean","One","","FCA non-exempt intragroup affiliate","","","","Del. Reg. 2016/2251 art. 36(2), 37(3)","","","","","NONE",""
"party","fcaNonFinancialCounterpartyMinus","Boolean","One","","Non-Financial Counterparty (Minus) whose OTC derivative positions (ex-hedging positions) do not exceed a specified threshold.","","","NFC minus","Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J.","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaNonFinancialCounterpartyPlus","Boolean","One","","Non-Financial Counterparty (Plus) whose OTC derivative positions (ex-hedging positions) exceed a specified threshold.","","","NFC Plus","Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J.","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaNonFinancialEntity","Boolean","One","","Non-financial entity for purposes of MiFID-II art. 57 (Commodity Position Limits)","","","Non-Financial Entity","MiFID-II art. 57; RTS-21 art. 2(1)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaNonUndertaking","Boolean","One","","For the purpose of EMIR, whether an entity is a non-undertaking as indicated on Question 2(b) of the ISDA EMIR Classification Letter","","","","","","","","","NONE",""
"party","fcaPublicEntity","Boolean","One","","Whether a party is an entity as described by EMIR Article 1(5), i.e. multilateral development banks, public sectors owned or guaranteed by central governments, the European Financial Stability Facility and the European Stability Mechanism.","","","","Regulation (EU) No 648/2012 (EMIR) art. 1(5)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaTCEclassification","EnumeratedString","One","","For the purposes of EMIR, Third Country Entities (TCE) must indicate its categorisation that it would be if the Named Entity were established in the EU by specifying whether the entity is a TCE FC, TCE NFC+ or TCE NFC-.","lookup:emirTCEclassification","","","","","","","","NONE",""
"party","fcaThirdCountryEntityFCBranch","Boolean","One","","A European Union branch of a non-equivalent TCE that would quality as an FC if it were established in the EU.","","","Third Country Entity FC Branch","","","","","","NONE",""
"party","fcaThirdCountryEntityFCGuarantee","Boolean","One","","A non-EU entity (from a non-equivalent TCE) that meets the tests of EU Regulation No 285/2014, 1(a) and (b): - It is guaranteed by an EU FC, - the guarantee covers at least 8 billion EUR in OTC derivative notional or equivalent, - the guarantee covers at least 5% of the sum of current exposures.","","","Third Country Entity FC Guarantee","","","","","","NONE",""
"party","fcaThirdCountryFirmBranch","Boolean","One","","Third County Firm Branch","","","Third County Firm Branch","RTS-22 art. 14","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fcaUcitsManagementCo","Boolean","One","","UCITS Management Company","","","UCITS Management Company","UCITS Directive art. 2(1)(b)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fdicAcceleratedRecordsEntity","Boolean","One","","Whether an entity is an Accelerated Records Entity as defined by the FDIC","","","","12 CFR 371.2(a)","","","","","NONE",""
"party","fdicCoveredFSI","Boolean","One","","Whether an entity is a Covered FSI as defined by the FDIC","","","","12 CFR 382.2(b)","","","","","NONE",""
"party","fdicIDI","Boolean","One","","Whether an entity is an insured depository institution","","","","12 U.S.C. 1813(c)(2)","","","","","NONE",""
"party","fdicIDISubsidiary","Boolean","One","","Whether an entity is a subsidiary of an insured depository institution","","","","31 CFR Part 148.2(f)(2)","","","","","NONE",""
"party","fdicPart148Affiliate","Boolean","One","","Whether an entity on financial statements prepared in accordance with U.S. generally accepted accounting principles or other applicable accounting standards, consolidates, or is consolidated by or with (or is required to consolidate or be consolidated by or with), a member of a corporate group one or more members of which are required to maintain QFC records pursuant to Part 148.","","","","12 CFR 371.2(o)","","","","","NONE",""
"party","fdicQFCExtensionDate","DateType","One","","The extension date granted by the FDIC for the QFC Recordkeeping requirements","","","","12 CFR 371.1(d)","","","","","NONE",""
"party","fdicQFCExtensionGranted","Boolean","One","","Whether an entity has been grant an extension to comply with the FDIC Recordkeeping Requirements","","","","12 CFR 371.1(d)","","","","","NONE",""
"party","fdicRecordsEntityEffectiveDate","DateType","One","","The date an entity becomes an FDIC Records Entity","","","","12 CFR 371.1(d)","","","","","NONE",""
"party","fdicTroubledCondition","Boolean","One","","Whether an entity or its parent entity meets the criteria of an Insured Depository Institution in troubled condition. An entity should still indicate that it is in troubled condition for a period of one year after the date that the appropriate Federal banking agency or FDIC notifies the institution that it is no longer in troubled condition.","","","","12 CFR 371.2(w)","","","","","NONE",""
"party","fiboTypeI","Boolean","One","jfsa","Whether an entity is a Financial Instruments Business Operator that conducts Type I Financial Instruments Business as defined in the Financial Instruments and Exchange Act Article 28.","","","Type I Financial Instruments Business Operator","Financial Instruments and Exchange Act, 1948, art. 2, 28.","","","","","NONE",""
"party","fieaCentralBank","Boolean","One","jfsa","","","","FIEA Central Bank","","","","","","NONE",""
"party","fieaGovernment","Boolean","One","jfsa","Entity is the national government or a local government of Japan","","","Japan national or local government","Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fieaInternalPartyAffiliate","Boolean","One","jfsa","Whether the counterparty an entity is facing is its parent company or is its subsidiary.","","","Counterparty is parent company or subsidiary","Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","financialCounterparty","Boolean","One","emir","Whether an entity is an investment firm auth? orised in accordance with Directive 2004/39/EC, a credit institution authorised in accordance with Directive 2006/48/EC, an insurance undertaking authorised in accordance with Directive 73/239/EEC, an assurance undertaking authorised in accordance with Directive 2002/83/EC, a reinsurance undertaking authorised in accordance with Directive 2005/68/EC, a UCITS and, where relevant, its management company, authorised in accordance with Directive 2009/65/EC, an institution for occupational retirement provision within the meaning of Article 6(a) of Directive 2003/41/EC and an alternative investment fund managed by AIFMs authorised or registered in accordance with Directive 2011/61/EU;","","","Financial Counterparty","Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J.","","","","","FILL_WITH_DEFAULT","FALSE"
"party","financialCounterpartyType","EnumeratedString","One","","Whether an entity is a type of financial counterparty or an authorized or registered TCE equivalent as defined by SFTR","lookup:financialCounterpartyType","","","EU 2015 / 2365","","","","","NONE",""
"party","financialEntity","Boolean","One","cftc","Whether an entity is a financial entity as defined in CEA section 2(h)(7)(C)","","","Financial entity as defined in CEA section 2(h)(7)(C)","CEA section 2(h)(7)(C)","","","","","FILL_WITH_DEFAULT","TRUE"
"party","financialInstruBusinessOperation2","Boolean","One","jfsa","This field represents ""Type 2"" FIBO.","","","Financial Instrument Business Operation (FIBO) Type 2","","","","","","FILL_WITH_DEFAULT","FALSE"
"party","financialInstrumentBusinessOperation","Boolean","One","jfsa","A stock company that engages in 1) the sale / solicitation of securities of high liquidity such as stocks, corp bonds (dealing, brokerage, selling, private placement, clearing, derivatives transactions, agency service); 2) OTC derivatives; 3) securities underwriting; 4) prop trading system (PTS); 5) securities management. This field represents ""Type 1"" FIBO.","","","Financial Instrument Business Operation (FIBO)","","","","","","FILL_WITH_DEFAULT","FALSE"
"party","finmaApprovedForeignInvestmentScheme","Boolean","One","","Whether an entity meets the criteria of a Foreign Collective Investment Scheme","","","","SR 641.10 Art 17a(c); Circular 12 2.7.1 (2)","","","","","NONE",""
"party","finmaApprovedInvestmentScheme","Boolean","One","","Whether an entity meets the criteria of a Collective Investment Scheme under Swiss Law","","","","SR 641.10 Art 17a(b); Circular 12 2.7.1 (1)","","","","","NONE",""
"party","finmaBank","Boolean","One","","Whether an entity meets the definition of a bank under the BankA","","","","Banking Act of 8 November 1934 (BankA) Art 1 - SR 952.0","","","","","NONE",""
"party","finmaCentralBank","Boolean","One","","Whether an entity is a central bank as recognized by FINMA","","","","BIO-FINMA Art. 56 para 2(c)","","","","","NONE",""
"party","finmaClearingParticipant","Boolean","One","","Whether an entity is a participant of an authorised or recognised central counterparty","","","","FMIO Art 85","","","","","NONE",""
"party","finmaEquivalentBankOrSecuritiesDealer","Boolean","One","","Whether an entity would qualify as a Bank or Securities Dealer as defined by FINMA if it were domicilied in Switzerland","","","","BIO-FINMA Art.61a para. 1(a)","","","","","NONE",""
"party","finmaFC","Boolean","One","","Financial Counterparty as defined in FMIA Art.93 para. 2, which includes a. banks in accordance with Article 1 paragraph 1 of the Banking Act of 8 November 1934; b. securities dealers in accordance with Article 2 letter d of the Stock Exchange Act of 24 March 1995; c. insurance and reinsurance companies in accordance with Article 2 paragraph 1 letter a of the Federal Act of 17 December 200419 on the Supervision of Insurance Companies; d. parent companies of a financial or insurance group or financial or insurance conglomerate; e. fund management companies and asset managers of collective investment schemes in accordance with Article 13 paragraph 2 letters a and f of the Collective Investment Schemes Act of 23 June 2006; f. collective investment schemes in accordance with the Collective Investment Schemes Act; g. occupational pension schemes and investment foundations in accordance with Articles 48 to 53k of the Federal Act of 25 June 1982 on Occupational Old Age, Survivors' and Invalidity Pension Provision","","","FINMA-recognized Financial Counterparty","FMIA Art. 93 para.2","","","","","FILL_WITH_DEFAULT","FALSE"
"party","finmaForeignGroupEntity","Boolean","One","","Whether an entity is a foreign group entity of a bank or securities dealer domiciled in Switzerland","","","","BIO-FINMA Art. 56 para. 1(h)","","","","","NONE",""
"party","finmaIntentToReport","Boolean","One","","Whether an entity intends to perform reporting obligation per Swiss FMIA Art 104 para.2. This is to specifically identify the scenario where a party does not report, per 2(c)","","","","","","","","","NONE",""
"party","finmaMDB","Boolean","One","","Recognized Multilateral Development Banks according to Article 53 of Capital Adequacy Ordinance of 2006","","","FINMA recognized Multilateral Development Banks","Swiss Federal Banking Commission Circular: Capital Adequacy for Credit Risks (Credit risks) of 29 September 2006, Appendix I","","","","","FILL_WITH_DEFAULT","FALSE"
"party","finmaMortgageBondInstitution","Boolean","One","","Whether an entity is a central mortgage bond institutions under the MBA","","","","Mortgage Bond Act of 25 June 1930 (MBA) - SR 211.432.4","","","","","NONE",""
"party","finmaNFC","Boolean","One","","FINMA-recognized Non-financial Counterparty, which are companies that are not financial counterparties, per FMIA Art.93 para.3","","","FINMA-recognized Non-financial Counterparty","FMIA Art.93 para.3","","","","","FILL_WITH_DEFAULT","FALSE"
"party","finmaReportingCCP","Boolean","One","","Whether a clearing agency represents itself to be submitting reports to FINMA","","","FINMA Reporting CCP","","","","","","FILL_WITH_DEFAULT","TRUE"
"party","finmaSecuritiesDealer","Boolean","One","","Whether an entity meets the definition of a securities dealers under the SESTA","","","","Stock Exchange Act of 24 March 1995 (SESTA) Art 2(d) - SR 954.1","","","","","NONE",""
"party","finmaSmallPosition","Boolean","One","","Small financial counterparty per FMIA Art.98 and 99, i.e. if the rolling average for its gross position in all outstanding OTC derivatives transactions calculated over 30 working days is below the threshold.","","","Small derivatives position outstanding per FMIA Art.98, 99","Swiss FMIA Art.98, 99","","","","","FILL_WITH_DEFAULT","FALSE"
"party","finmaTradingVenueParticipant","Boolean","One","","Whether party is a participant in a stock exchange or a multilateral trading facility","","","","FMIA Art. 34 para. 2","","","","","NONE",""
"party","fmiaExemptEntity","Boolean","One","","Whether an entity meets the criteria of an exempt entity as defined in the ISDA Self Disclosure Letter Question (a)(i)","","","","ISDA SDL","","","","","NONE",""
"party","fmiaIMPhaseInDate","DateType","One","","IM phase-in date for the party","","","","","","","","","NONE",""
"party","fmiaIMPhaseInStatus","EnumeratedString","One","","Indicates if the party is phased in (per FMIO AANA calculation for reference period March-May): NotPhasedIn, PhasedIn, DeclinedToAnswer","lookup:IMPhaseInCategory","","","FMIO Art 131 Para 5","","","","","NONE",""
"party","fmioCompany","Boolean","One","","Whether an entity is (1) deemed to be any legal entity entered in the commercial register under FMIA or (2) a foreign company engaged in economic activities that are legal entities according to the law applicable to them, as well as trusts and similar constructs.","","","","FMIO Article 77","","","","","NONE",""
"party","foreignADI","Boolean","One","asic","A foreign Authorized Deposit-taking Institution in Australia","","","Foreign ADI","ASIC Derivative Transaction Rules (Reporting) 2013, Rule 1.2.5 (Austl.)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","foreignBranch","Boolean","One","","Whether an entity is a foreign branch of the parent entity","","","","","","","","","NONE",""
"party","foreignBranchUSPerson","Boolean","One","cftc","The foreign branch of a US Person entity. See full definition in CFTC cross-border guidance.","","","Foreign Branch of a USP","Final Guidance, 78 Fed. Reg. 45369 (Jul. 26, 2013).","","","","","FILL_WITH_DEFAULT","FALSE"
"party","foreignCentralBank","Boolean","One","cftc","Is the party a Foreign Central Bank for the purpose of exemptions granted by the CFTC? This must be determined by the internal classification rules of the dealer, but should be fairly straightforward.","","","Foreign Central Bank","","","","","","NONE",""
"party","foreignComodityFuturesRegisteredDerivSecFirm","Boolean","One","","For CSA purposes, derivatives/securities firm registered under the commodity futures legislation of a foreign jurisdiction","","","","CSA National Instrument 93-101","","","","","NONE",""
"party","foreignEntity","Boolean","One","","Whether an entity is considered a foreign branch of the parent entity.","","","","","","","","","NONE",""
"party","foreignGovernment","Boolean","One","cftc","Is the party a Foreign Government for the purpose of exemptions by the CFTC? This must be determined by the internal classification rules of the dealer.","","","Foreign Government","","","","","","NONE",""
"party","foreignSubsidiaryOfAuADIorAFS","Boolean","One","asic","A foreign subsidiary of an Australian Entity where that Australian Entity is an Australian ADI or AFS Licensee.","","","Foreign Subsidiary of AU ADI or AFS licensee","","","","","","FILL_WITH_DEFAULT","FALSE"
"party","foreignSubsidiaryOrAffiliate","Boolean","One","","whether a swap dealer or MSP is transacting through a foreign subsidiary or affiliate","","","","","","","","","NONE",""
"party","frbCoveredEntity","Boolean","One","","Whether an entity is considered a Covered Entity by the FRB","","","","12 CFR 252.82(a)","","","","","NONE",""
"party","frbCoveredEntityEffectiveDate","DateType","One","","The date an entity becomes a Covered FRB entity","","","","","","","","","NONE",""
"party","fscExemptEntity","Boolean","One","","If the entity is exempt for FSC reporting (this includes the bank of Korea and the Korean government)","","","","","","","","","NONE",""
"party","fscFinancialInvestmentBusinessEntity","EnumeratedString","One","","The type of FSC business which is an act conducted continuously or repeatedly for the purpose of earning a profit: 1. Investment trading business; 2. Investment brokerage business; 3. Collective investment business; 4. Investment advisory business; 5. Discretionary investment business; 6. Trust business. as defined by the FSC Capital Markets Act","lookup:fscFinancialInvestmentBusinessEntity","","","","","","","","NONE",""
"party","fscForeignFinancialInstitution","Boolean","One","","If the entity is a non-Korean financial institution, then it is marked as an FSC foreign financial institution","","","","","","","","","NONE",""
"party","fscForeignFinancialInstitutionHq","Boolean","One","","Marked true if the party is the headquarters of the foreign financial institution of the FSC","","","","","","","","","NONE",""
"party","ftaExemptForeignStates","Boolean","One","","Whether an entity is a UN member state as well as recognized states without UN membership, such as the Vatican and Taiwan are regarded as tax-exempt investors. This also includes state institutions that manage only state assets.","","","","SR 641.10 Art 17a(a); Circular 12 2.7.1 (3)","","","","","NONE",""
"party","ftaForeignBank","Boolean","One","","Whether an entity is recognized as a Foreign Bank as defined in Section 2.6.6 in Circular 12","","","","SR 641.10 Art 19; Circular 12 2.6.6","","","","","NONE",""
"party","ftaForeignExchangeAgent","Boolean","One","","Whether an entity is recognized as a Foreign Exchange Agent as defined in Section 2.6.7 in Circular 12","","","","SR 641.10 Art 19; Circular 12 2.6.7","","","","","NONE",""
"party","ftaSecuritiesDealer","Boolean","One","","Whether an entity is a Securities Dealer subject to stamp duty as defined by the FTA","","","","SR 641.10 Art13 3(a-b); Circular 12 2.1 (1)","","","","","NONE",""
"party","ftaSecuritiesDealerTreatment","Boolean","One","","Whether an entity is treated as a Securities Dealers as outlined by the FTA","","","","SR 641.10 Art13 3(d,f); Circular 12 2.1 (2)","","","","","NONE",""
"party","futureExpiryDate","DateType","One","","Expiry date of a futures contract","","","","","","","","","NONE",""
"party","fxCommodityPoolOperator","Boolean","One","cftc","CFTC Commodity Pool for FX transaction purposes?","","","FX Commodity Pool Operator","","","","","","NONE",""
"party","fxEligibleContractParticipant","Boolean","One","cftc","Is the counterparty an ECP for the purpose of FX transactions? This requires a look-through in the case of Commodity Pool vehicles.","","","FX Eligible Contract Participant (FX ECP)","","","","","","NONE",""
"party","fxMasterAgreement","Boolean","One","cftc","Is there a signed master agreement in place with the counterparty allowing the trading of FX derivatives (e.g. IFXCO) that is NOT an ISDA?","","","FX Master Agreement","","","","","","FILL_WITH_DEFAULT","FALSE"
"party","fxPhysicalSettlementRepresentation","Boolean","One","cftc","If the counterparty is willing to give a blanket representation that all FX Spot transactions will be physically settled, then it is possible to rule these as non-NDFs. That can be partially inferred from the presence of NOSTRO accounts, but this is fundamentally a key counterparty risk decision point.","","","FX Physical Settlement Representation","","","","","","NONE",""
"party","fxSecuritySettlementRepresentation","Boolean","One","cftc","If the trade is done to facilitate security settlement and the counterparty can give a blanket representation this is the case (e.g. Equity PB) for Forward products, then the CFTC business conduct rules do not apply.","","","FX Security Settlement Representation","","","","","","NONE",""
"party","generalConsentToTradeOffFacility","Boolean","One","esma","Client generally consents to trade off-facility","","","","MiFID-II art. 27(5)","","","","","FILL_WITH_DEFAULT","FALSE"
"party","goCSA","Boolean","One","","Global Options CSA","","","","MUFG Custom attribute","","","","","NONE",""
"party","goComments","String","One","","Global Options Comments","","","","MUFG Custom attribute","","","","","NONE",""
"party","goISDA","Boolean","One","","Global Options ISDA","","","","MUFG Custom attribute","","","","","NONE",""
