namespace,name,type,cardinality,description,validation,source
party,mscCrownEntity,Boolean,One,"Entity is either (a) Her Majesty in right of Manitoba or the Manitoba Financing Authority when acting as agent for Her Majesty in right of Manitoba, or (b) an Manitoba crown corporation or crown agency that forms part of a consolidated entity with Her Majesty in right of Manitoba for accounting purposes.",,"Regulation 91-507 Trade Repositories and Derivatives Data Reporting (2013), par. 41."
party,mscDeemedDealer,Boolean,One,"For purpose of the Manitoba reporting requirements only, party represents itself as a ""deemed dealer"" to report as if it were a registered dealer under MSC",,
party,mscDerivativesDealer,Boolean,One,Whether an entity registered as a derivatives dealer in Manitoba,,"Securities Act, C.C.S.M. 2014, c. S50"
party,multiJurisDerivativesDealer,Boolean,One,"A person or company engaging in or holding himself, herself or itself out as engaging in the business of trading in derivatives as principal or agent;",,"Multilateral Instrument 96-101 Trade Repositories and Derivatives Data Reporting (2016), par.1."
party,multiJurisSpecialEntity,Boolean,One,"A counterparty is not required to report derivatives data relating to a derivative between (a)  the government of a local jurisdiction, and (b)  a crown corporation or agency the accounts of which are consolidated for accounting purposes with those of the government referred to in paragraph (a).",,"Multilateral Instrument 96-101 trade repositories and derivatives data reporting (2016), par. 41"
party,multijurisDeemedDealer,Boolean,One,"For purpose of reporting requirements only, party represents itself as a ""deemed dealer"" to report as if it were a registered dealer under the multijurisdiction regulators (Alberta, British Columbia, so on)",,
party,natureOfSegregationInClientAccount,EnumeratedString,One,Indicates the nature of the segregation in the (contra)party client account.,lookup:natureOfSegregationInClientAccountEnum,BIS Reg Cap
party,negAffAgreementProvider,EnumeratedString,One,"Negative affirmation provider for the party. Given a fixed Contraparty, only the Counterparty should have this input populated. This is to represent the designated negative affirmation provider between the pair in their corresponding Master Agreement. Attribute may take the value of ""Contraparty"" or ""Counterparty. When it does not apply, provide as null.",lookup:PartyRoleType,
party,nonERISASpecialEntitySafeHarbor,Boolean,One,Does non-ERISA special entity agree to apply DF schedule 4 safe harbor for non-ERISA special entity provisions?,,
party,nonFinancialCounterpartyMinus,Boolean,One,Non-Financial Counterparty (Minus) whose OTC derivative positions (ex-hedging positions) do not exceed a specified threshold.,,"Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J."
party,nonFinancialCounterpartyPlus,Boolean,One,Non-Financial Counterparty (Plus) whose OTC derivative positions (ex-hedging positions) exceed a specified threshold.,,"Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J."
party,nonFinancialEntity,Boolean,One,Non-financial entity for purposes of MiFID-II art. 57 (Commodity Position Limits),,MiFID-II art. 57; RTS-21 art. 2(1)
party,nonJapanCentralBank,Boolean,One,"Whether an entity is a central bank of a state or equivalent under the laws of that state, such that it's considered equivalent of the Bank of Japan",,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,nonJapanGovernment,Boolean,One,"Whether an entity is a foreign equivalent to the national or local government of Japan under the laws or regulations of a foreign state, see Cabinet Ordinance No.48 Article 6(2)",,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,oscCrownEntity,Boolean,One,"Entity is either (a) Her Majesty in right of Ontario or the Ontario Financing Authority when acting as agent for Her Majesty in right of Ontario, or (b) an Ontario crown corporation or crown agency that forms part of a consolidated entity with Her Majesty in right of Ontario for accounting purposes.",,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par. 41."
party,oscDeemedDealer,Boolean,One,"For purpose of the Ontario reporting requirements only, party represents itself as a ""deemed dealer"" to report as if it were a registered dealer under OSC",,
party,oscDerivativesDealer,Boolean,One,Whether a party is registered under Ontario securities law as a derivatives dealer.,,"Securities Act, R.S.O. 1990, c. S.5."
party,partyRole,EnumeratedString,One,"A type describing a role played by a party in one or more transactions, e.g. ExecutingBroker, PrimeBrocker, PrimeBrokerClient, etc.",lookup:PartyRoleType,http://www.fpml.org/spec/fpml-5-8-7-rec-1/html/confirmation/schemaDocumentation/schemas/fpml-shared-5-8_xsd/complexTypes/RelatedParty/role.html
party,portfolioReconciliation,Boolean,One,Has the counterparty adopted means of reconciling portfolios and dispute resolution (with the contraparty entity) per EMIR execution requirements?,,
party,postTradeSuitabilityStatements,Boolean,One,Party has agreed to receive post-trade Suitability statements,,MiFID-II art. 25(6)
party,primeBrokerNoticeToExecutingBroker,Boolean,One,Deprecated due to new structure,,
party,quoteDisclosureCategory,String,One,Quote Disclosure Category,,MiFIR art. 18(5)
party,registeredFinancialInstitution,Boolean,One,Registered Financial Institution as defined under FIEA Japanese legislation.,,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,registeredIn,EnumeratedString,Many,List of 2-letter country codes describing jurisdictions where an entity has a registered office,lookup:LocationCode,
party,representingTrustEstablishedInAu,Boolean,One,"The party is making the trade on behalf of a scheme or trust that it��_�s representing, where the scheme or trust is incorporated in Australia.  See ASIC Rules (Clearing), Art. 1.2.4(3)(a).",,
party,representingTrustEstablishedOutsideAu,Boolean,One,"The party is making the trade on behalf of a scheme or trust that it��_�s representing, where the scheme or trust is incorporated outside of Australia.  See ASIC Rules (Clearing), Art. 1.2.4(5)(a).",,
party,ruDelegatedInformingPerson,String,One,The informing person specified by the parties to the master agreement which can be a trading party or a third party.,,"Bank of Russia Ordinance 3382-U, Sep.17, 2014 (Rus.). and Bank of Russia Ordinance 3567, Feb 16, 2015. (Rus.)."
party,ruFinancialEntity,Boolean,One,"Whether an entity is established according to the laws of the Russian Federation as one of the following: credit institutions, brokers, dealers, managers, depositories, registrars, non-governmental pension funds, management companies of an investment fund, a unit investment fund and nongovernmental pension fund, joint-stock investment funds, trade organisers, clearing organisations, insurance companies.",,"Bank of Russia Ordinance 3382-U, Sep.17, 2014 (Rus.)."
party,russianIndividual,Boolean,One,"Taken to mean Resident of the Russian Federation, but requires further clarification, as requested by ISDA in its February 27 letter to the Central Bank of Russia. Unclear whether this designation applies to Russian citizens domociled and trading outside Russia, or non-Russian citizens domiciled in Russia. http://www2.isda.org/attachment/NjMzMQ==/ISDA%20-%20Letter%20to%20CBR%20(February%202014).pdf",,
party,russianLegalEntity,Boolean,One,Whether an entity is established under the laws of the Russian Federation,,
party,russianMasterAgreement,Boolean,One,"Includes: 1- Master agreements eligible for close-out netting (Domestic master agreements approved by the ARB, NAUFOR, NFEA and NSMA, or Cross-border master agreements developed by ISDA, ICMA or GMRA) 2- Bespoke Agreements with Single Agreement Provisions (provision to the effect that all transactions concluded thereunder constitute a single agreement between the partie) sand Cross Default Provisions (rovision to the effect that any default under at least one of the transactions will constitute a default under all the other transactions concluded under that master agreement)",,"Bank of Russia Ordinance 3382-U, Sep.17, 2014 (Rus.)."
party,russianReportingParty,String,One,"Representation included in repository services agreement of reporting party under Master Agreement. Can be Dealer, Client or third party (represented by unique I.D.)",,
party,sbsGuaranteedByMSP,Boolean,One,Whether the guarantor of a direct counterparty's performance of any obligation under a security-based swap is a security-based MSP.,,17 C.F.R. 242.900(p)
party,sbsGuaranteedBySD,Boolean,One,Whether the guarantor of a direct counterparty's performance of any obligation under a security-based swap is a security-based swap dealer.,,17 C.F.R. 242.900(p)
party,sbsGuaranteedBySwapDealer,Boolean,One,Whether a security-based swap is guaranteed by a security-based swap dealer,,17 C.F.R. 242.900(p)
party,sbsGuaranteedBySwapEntity,Boolean,One,"When set to true, this Boolean flag means the guarantor of a direct counterparty's performance of any obligation under a security-based swap is a security-based swap dealer or MSP.",,17 C.F.R. 242.900(p)
party,sbsGuaranteedByUSP,Boolean,One,"When set to true, this Boolean flag means the guarantor of a direct counterparty's performance of any obligation under a security-based swap is a US Person.",,17 C.F.R. 242.900(p)
party,secCentralIndexKey,String,One,The SEC Central Index Key number used as the identifier for an SEC Issuer / Filer.,,
party,secElectionApproval,Boolean,One,"If an SEC issuer / filer, did an appropriate committee of the Electing Party's board of directors or equivalent body approve this decision?",,
party,secIssuerFiler,Boolean,One,Is PCA Principal an SEC Issuer / Filer?,,
party,secUSPForeignBranch,Boolean,One,Foreign branch of a US Person as defined in 17 C.F.R. Part 240.3a71-3(a)(2),,17 C.F.R. 240.3a71-3(a)(2)
party,secUSPerson,Boolean,One,U.S. Person as defined in 17 C.F.R. 240.3a71-3,,17 C.F.R. 240.3a71-3(a)(4)
party,securityBasedMSP,Boolean,One,Whether a party is a security-based swap major swap participant,,17 C.F.R 240.3a71-1
party,securityBasedMajorSwapParticipant,Boolean,One,Security-based Major Swap Participant under SEC regulation,,17 C.F.R 240.3a67-1
party,securityBasedSD,Boolean,One,Whether a party is a SEC-registered security-based swap dealer,,17 C.F.R 240.3a71-1
party,securityBasedSwapDealer,Boolean,One,Security-based swap dealer under SEC regulation,,17 C.F.R 240.3a71-1
party,sfcATSCCP,Boolean,One,"a person authorized under section 95(2) of the Ordinance to provide automated trading services, but only when the person is? (a) providing services that it is authorized to provide; and (b) acting in its capacity as a central counterparty",,"Securities and Futures (OTC Derivative Transactions(Reporting and Record Keeping Obligations) Rules, 2, Jul.2015 (H.K.)"
party,sfcApprovedMoneyBroker,Boolean,One,A Hong Kong approved money broker,,"Banking Ordinance Cap.155 s.118A, (H.K.)"
party,sfcAuthorizedInstitutions,Boolean,One,HK Authorized Financial Institutions (AI) under Banking Ordinance,,"Securities and Futures (OTC Derivative Transactions(Reporting and Record Keeping Obligations) Rules, 2, Jul.2015 (H.K.)"
party,sfcCompany,Boolean,One,,,
party,sfcForeignAuthorizedInstitutions,Boolean,One,Foreign authorized financial institutions under the Banking Ordinance of Hong Kong,,"Banking Ordinance, Cap.155, s.14A, (H.K.)"
party,sfcInitialPhaseIRNotional,Boolean,One,Whether a prescribed person's sum of the notional amounts of all outstanding OTC derivative transactions within the IRS class (whether or not the transactions are specified OTC derivative transactions) to which the prescribed person is a counterparty exceeds US$30 million,,"Securities and Futures (OTC Derivative Transactions (Reporting and Record Keeping Obligations) Rules, 3, Jul.2015 (H.K.)"
party,sfcInitialPhaseNDFNotional,Boolean,One,Whether a prescribed person's sum of the notional amounts of all outstanding OTC derivative transactions within the NDF class (whether or not the transactions are specified OTC derivative transactions) to which the prescribed person is a counterparty exceeds US$30 million,,"Securities and Futures (OTC Derivative Transactions (Reporting and Record Keeping Obligations) Rules, 3, Jul.2015 (H.K.)"
party,sfcLicenseDate,DateType,One,"The date on which a party becomes a prescribed person in Hong Kong, by way of obtaining a license for banking or authorized institutions, etc. In the case where a foreign entity uses a Hong Kong trader to enter into a transaction, this corresponds to the license date of the said Hong Kong affiliate.",,
party,sfcLicensedCorporations,Boolean,One,A licensed corporation under HK Companies Ordinance,,"Companies (Winding Up and Miscellaneous Provisions) Ordinance, Cap.32, (H.K.)"
party,sfcPhase1StartingDay,DateType,One,"SFC phase-2 reporting starting day for the party. For most parties that are in scope, this date corresponds to the compliance start date which is July 10, 2015",,
party,sfcPhase2ExemptCessationDay,DateType,One,"The cessation day of a prescribed person's exempt status under SFC phase-2 reporting Rule 3. If a party has not have the exempt status, or if a party's exempt status is still active, then this date must have the special value null.",,"Securities and Futures (OTC Derivative Transactions Reporting and Record Keeping Obligations) (Amendment) Rules 2016, Rule 3"
party,sfcPhase2ExemptPerson,Boolean,One,Whether party is to be regarded as exempt person per Rule 3. This includes party representing that its OTC derivatives notional oustanding is below US$30 million and the party does not enter into any transaction on behalf of an affiliate.,,"Securities and Futures (OTC Derivative Transactions Reporting and Record Keeping Obligations) (Amendment) Rules 2016, Rule 3"
party,sfcPhase2GracePeriodEndDay,DateType,One,"SFC phase-2 reporting grace period end day for the party, which is 3 months after the party starting day. If the grace period end day is not available, it can be determined through relevant logic. If this day is known, then related logic is bypassed.",,"Securities and Futures (OTC Derivative Transactions Reporting and Record Keeping Obligations) (Amendment) Rules 2016, Rule 2"
party,sfcPhase2StartingDay,DateType,One,"SFC phase-2 reporting starting day for the party. For most parties regulated under SFC, this date corresponds to the regulation compliance date, which is July 1, 2017",,
party,sfcRCH,Boolean,One,"A  person that is a recognized clearing house, but only when the person is acting in its capacity as a central counterparty",,"Securities and Futures (OTC Derivative Transactions��_��__��_��__��_��__Reporting and Record Keeping Obligations) Rules, 2, Jul.2015 (H.K.)"
party,sfcReportingAgent,String,One,The reporting agent to whom a party has delegated its reporting obligation for transaction reporting to HKMA.,,"Frequently Asked Questions on the Securities and Futures (OTC Derivative Transactions ? Reporting and Record Keeping Obligations) Rules, Jul. 2015, (H.K.)"
party,sfcSpecifiedSubsidiary,Boolean,One,A subsidiary specified by HKMA in relation to a prescribed person that is an authorized financial institution incorporated in HK.,,"Securities and Futures (OTC Derivative Transactions Reporting and Record Keeping Obligations) (Amendment) Rules 2016, Rule 31"
party,singaporeSpecifiedPerson,Boolean,One,"Banks, subsidiaries of banks, merchant banks, finance companies, insurers, approved trustees, and holders of capital markets services licenses AND significant derivatives holders (SDH?s).",,
party,smallLocalPresence,Boolean,One,Does the amount of business in this local jurisdiction exceed 5% of the total business for the parent entity?,,"Final Guidance, 78 Fed. Reg. 45369 (Jul. 26, 2013)."
party,specialEntity,Boolean,One,Is the counterparty a Special Entity?,,
party,standingEndUserExceptionElection,Boolean,One,Is the principal choosing to always exercise the end-user exception for clearing?,,17 C.F.R. Part 50.50
party,standingOptOutAnnualFiling,Boolean,One,Does the principal choose to opt out of the Annual Filing / Trade Filing and thus require its counterparty to pass information to the SDR on a per-trade basis?,,
party,substituteLei,String,One,Substitute Legal Entity Identifier in the absence of an LEI issued in accordance with the Global Legal Entity Identifier System,,
party,suitabilityInfo,Boolean,One,Information to assess Suitability has been obtained from the party,,MiFID-II art. 25(2)
party,swapDealer,Boolean,One,Swap Dealer as defined under 17 C.F.R. ? 1.3(ggg),,17 C.F.R. s 1.3(ggg)
party,swissGovernmentalEntities,Boolean,One,"The following Swiss governmental entities: the Confederation, cantons and communes or the SNB",,"FMIA Art. 94 para. 1(a), (b)"
party,thirdCountryEntityFCBranch,Boolean,One,A European Union branch of a non-equivalent TCE that would quality as an FC if it were established in the EU.,,
party,thirdCountryEntityFCGuarantee,Boolean,One,"A non-EU entity (from a non-equivalent TCE) that meets the tests of EU Regulation No 285/2014, 1(a) and (b): - It is guaranteed by an EU FC, - the guarantee covers at least 8 billion EUR in OTC derivative notional or equivalent, - the guarantee covers at least 5% of the sum of current exposures.",,
party,thirdCountryFirmBranch,Boolean,One,Third County Firm Branch,,RTS-22 art. 14
party,ucitsManagementCo,Boolean,One,UCITS Management Company,,UCITS Directive art. 2(1)(b)
party,umRegimeDeferral,EnumeratedString,Many,"Indicates the regime(s), if any, for which a party is subject to deferred compliance with VM. Can be one or more of [""Canada"", ""Prudential"", ""EMIR""]. An empty list indicatates that the party is not eligible for deferred VM compliance in any regime.",lookup:UMDeferralRegimes,
party,usForeignOutwardFacingMarginAffiliate,Boolean,One,"Party is outward-facing margin affiliate that is a financial end user, located in a jurisdiction ineligible for substituted compliance, and enters into swaps, either directly or indirectly, with third parties that would be subject to IM rules if the affiliate was a swap entity",,
party,usMultilateralDevelopmentBank,Boolean,One,Party is multilateral development bank for purposes of exemptions granted by the CFTC and US PRs,,
party,usPersonNotClassifiedStatus,Boolean,One,DF US Person whose status is not classified,,
party,usPrudentiallyRegulated,Boolean,One,Party is regulated by the a US Prudential Regulator,,
party,usSwapEntityForeignBranch,Boolean,One,Whether party is a foreign branch of U.S. Bank that is a Swap Dealer or MSP.,,Foreign Branch of U.S. Bank that is a Swap Dealer or MSP.
party,usUnclearedStandingEndUserExceptionElection,Boolean,One,Principal always exercises the end-user exception for uncleared margin purposes,,
party,usprGuarantorUSPerson,Boolean,One,"Party's guarantor is  a US person, foreign branch of a US person, or subsidiary of a US person for purposes of USPR margin rules",,
party,usprIMPhaseInCategory,EnumeratedString,One,"Indicates if and when the party is phased in (per USPR AANA calculation for reference period March-May): NotPhasedIn, 2016, 2017, 2018, 2019, 2020, After2020",lookup:IMPhaseInCategoryType,
party,usprSubsidiaryUSPerson,Boolean,One,Subsidiary of US Person,,
party,usprUSBranchForeignBank,Boolean,One,Party is a US branch or office of foreign bank,,
party,usprUSPerson,Boolean,One,Party is an entity organized under US or State laws or a natural person resident in the US,,
party,usprUnclearedEndUser,EnumeratedString,One,Party's financial end-user status per USPR uncleared margin rules:  NotEndUser; NonFinancialEndUser; FinancialEndUser; FinancialEndUserWithMaterialSwapsExposure,lookup:USUnclearedEndUserType,
party,voiceDistributionMidVariableMET,Boolean,One,Did client agree to receive mid by voice? No implies electronic distribution is required.,,
party:csa,counterpartyID,String,One,Counterparty ID,,
party:csa,direction,EnumeratedString,One,CSA Directionality,lookup:CSADirectionalityEnum,
party:csa,docID,String,One,Document ID,,
party:csa,docType,EnumeratedString,One,Document Type,lookup:CSADocTypeEnum,
party:csa,effectiveDate,DateType,One,Effective Date,,
party:csa,model,String,Many,Calculation Model,,
party:csa,principalID,String,One,Principal ID,,
party:csa,regimeProduct,String,Many,List of applicable Regime-Product combinations,,
json_mapping,swapstream1_averagingmethod,String,One,,,
json_mapping,swapstream1_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_calculationperioddates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream1_calculationperioddates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_calculationperiodfrequency,TenorType,One,,,
json_mapping,swapstream1_calculationperiodfrequency_rollconvention,EnumeratedString,One,,lookup:RollConvention,
json_mapping,swapstream1_calculationperiodstartdate,DateType,One,,,
json_mapping,swapstream1_compoundingmethod,EnumeratedString,One,,lookup:CompoundingMethod,
json_mapping,swapstream1_daycountfraction,EnumeratedString,One,,lookup:DayCountFraction,
json_mapping,swapstream1_effectivedate,DateType,One,,,
json_mapping,swapstream1_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_finalstub_currency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream1_finalstub_fixedrate,BigDecimal,One,,,
json_mapping,swapstream1_finalstub_floattenor1,TenorType,One,,,
json_mapping,swapstream1_finalstub_floattenor2,TenorType,One,,,
json_mapping,swapstream1_finalstub_stublength,TenorType,One,,,
json_mapping,swapstream1_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
json_mapping,swapstream1_firstnotionalstepdate,DateType,One,,,
json_mapping,swapstream1_fixedinitialrate,BigDecimal,One,,,
json_mapping,swapstream1_fixedrate,BigDecimal,One,,,
json_mapping,swapstream1_fixingdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_fixingdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_fixingdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream1_fixingdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_fixingdate_daytype,EnumeratedString,One,,lookup:DayType,
json_mapping,swapstream1_fixingdate_offsettenor,TenorType,One,,,
json_mapping,swapstream1_floatingrateindex,EnumeratedString,One,,lookup:FloatLegIndex,
json_mapping,swapstream1_floatingraterounding,BigDecimal,One,,,
json_mapping,swapstream1_indextenor,TenorType,One,,,
json_mapping,swapstream1_initialnotionalvalue,BigDecimal,One,,,
json_mapping,swapstream1_initialstub_currency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream1_initialstub_fixedrate,BigDecimal,One,,,
json_mapping,swapstream1_initialstub_floattenor1,TenorType,One,,,
json_mapping,swapstream1_initialstub_floattenor2,TenorType,One,,,
json_mapping,swapstream1_initialstub_stublength,TenorType,One,,,
json_mapping,swapstream1_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
json_mapping,swapstream1_is_oisleg,Boolean,One,,,
json_mapping,swapstream1_isconstantrate,Boolean,One,,,
json_mapping,swapstream1_isconstantspread,Boolean,One,,,
json_mapping,swapstream1_lastnotionalstepdate,DateType,One,,,
json_mapping,swapstream1_legtype,EnumeratedString,One,,lookup:LegType,
json_mapping,swapstream1_notionalcurrency,BigDecimal,One,,,
json_mapping,swapstream1_notionalstepamount,BigDecimal,One,,,
json_mapping,swapstream1_notionalstepfrequency,TenorType,One,,,
json_mapping,swapstream1_payer,String,One,Leg payer,,
json_mapping,swapstream1_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_paymentdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream1_paymentdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
json_mapping,swapstream1_paymentdates_offsettenor,TenorType,One,,,
json_mapping,swapstream1_paymentfrequency,TenorType,One,,,
json_mapping,swapstream1_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
json_mapping,swapstream1_resetdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_resetdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_resetdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream1_resetdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_resetfrequency,TenorType,One,,,
json_mapping,swapstream1_resetrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
json_mapping,swapstream1_residualterm,TenorType,One,,,
json_mapping,swapstream1_settlementcurrency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream1_spreadschedule_initialspread,BigDecimal,One,,,
json_mapping,swapstream1_term,TenorType,One,,,
json_mapping,swapstream1_terminationdate,DateType,One,,,
json_mapping,swapstream1_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_terminationdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream1_terminationdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream1_varyingnotionalfixingdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream1_varyingnotionalfixingdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_averagingmethod,String,One,,,
json_mapping,swapstream2_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_calculationperioddates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream2_calculationperioddates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_calculationperiodfrequency,TenorType,One,,,
json_mapping,swapstream2_calculationperiodfrequency_rollconvention,EnumeratedString,One,,lookup:RollConvention,
json_mapping,swapstream2_calculationperiodstartdate,DateType,One,,,
json_mapping,swapstream2_compoundingmethod,EnumeratedString,One,,lookup:CompoundingMethod,
json_mapping,swapstream2_daycountfraction,EnumeratedString,One,,lookup:DayCountFraction,
json_mapping,swapstream2_effectivedate,DateType,One,,,
json_mapping,swapstream2_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_finalstub_currency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream2_finalstub_fixedrate,BigDecimal,One,,,
json_mapping,swapstream2_finalstub_floattenor1,TenorType,One,,,
json_mapping,swapstream2_finalstub_floattenor2,TenorType,One,,,
json_mapping,swapstream2_finalstub_stublength,TenorType,One,,,
json_mapping,swapstream2_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
json_mapping,swapstream2_firstnotionalstepdate,DateType,One,,,
json_mapping,swapstream2_fixedinitialrate,BigDecimal,One,,,
json_mapping,swapstream2_fixedrate,BigDecimal,One,,,
json_mapping,swapstream2_fixingdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_fixingdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_fixingdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream2_fixingdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_fixingdate_daytype,EnumeratedString,One,,lookup:DayType,
json_mapping,swapstream2_fixingdate_offsettenor,TenorType,One,,,
json_mapping,swapstream2_floatingrateindex,EnumeratedString,One,,lookup:FloatLegIndex,
json_mapping,swapstream2_floatingraterounding,BigDecimal,One,,,
json_mapping,swapstream2_indextenor,TenorType,One,,,
json_mapping,swapstream2_initialnotionalvalue,BigDecimal,One,,,
json_mapping,swapstream2_initialstub_currency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream2_initialstub_fixedrate,BigDecimal,One,,,
json_mapping,swapstream2_initialstub_floattenor1,TenorType,One,,,
json_mapping,swapstream2_initialstub_floattenor2,TenorType,One,,,
json_mapping,swapstream2_initialstub_stublength,TenorType,One,,,
json_mapping,swapstream2_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
json_mapping,swapstream2_is_oisleg,Boolean,One,,,
json_mapping,swapstream2_isconstantrate,Boolean,One,,,
json_mapping,swapstream2_isconstantspread,Boolean,One,,,
json_mapping,swapstream2_lastnotionalstepdate,DateType,One,,,
json_mapping,swapstream2_legtype,EnumeratedString,One,,lookup:LegType,
json_mapping,swapstream2_notionalcurrency,BigDecimal,One,,,
json_mapping,swapstream2_notionalstepamount,BigDecimal,One,,,
json_mapping,swapstream2_notionalstepfrequency,TenorType,One,,,
json_mapping,swapstream2_payer,String,One,Leg 2 payer,,
json_mapping,swapstream2_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_paymentdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream2_paymentdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
json_mapping,swapstream2_paymentdates_offsettenor,TenorType,One,,,
json_mapping,swapstream2_paymentfrequency,TenorType,One,,,
json_mapping,swapstream2_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
json_mapping,swapstream2_resetdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_resetdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_resetdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream2_resetdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_resetfrequency,TenorType,One,,,
